text,annotations,params_str
"Для решения задачи требуется материал с небольшая потенциал ионизации, что требуется с значительная ДП при 2 ГГц, и невысокая проницаемость для метана, а также с средняя диэлектрической проницаемостью на 3 ГГц, который сможет выдерживать высокие нагрузки","[{'param': 'Ei', 'label': 'низкая', 'phrase': 'небольшая потенциал ионизации', 'code': 'Ei'}, {'param': 'epse_2.0', 'label': 'высокая', 'phrase': 'с значительная ДП при 2 ГГц', 'code': 'ε@2'}, {'param': 'permCH4', 'label': 'низкая', 'phrase': 'невысокая проницаемость для метана', 'code': 'пермеаб_CH4'}, {'param': 'epse_3.0', 'label': 'средняя', 'phrase': 'с средняя диэлектрической проницаемостью на 3 ГГц', 'code': 'ε@3'}]",Ei:низкая|ε@2:высокая|пермеаб_CH4:низкая|ε@3:средняя
"Какой полимер с высокая степень сшивания, при этом средняя ДП при 3 ГГц, что важно с невысокая проницаемость для кислорода, дополнительно стандартная диэлектрическая постоянная, что требуется стандартная потенциал ионизации подойдёт, чтобы максимизировать эффективность процесса?","[{'param': 'Xe', 'label': 'высокая', 'phrase': 'высокая степень сшивания', 'code': 'Xe'}, {'param': 'epse_3.0', 'label': 'средняя', 'phrase': 'средняя ДП при 3 ГГц', 'code': 'ε@3'}, {'param': 'permO2', 'label': 'низкая', 'phrase': 'с невысокая проницаемость для кислорода', 'code': 'проницаем_O2'}, {'param': 'epsc', 'label': 'средняя', 'phrase': 'стандартная диэлектрическая постоянная', 'code': 'эпс_стат'}, {'param': 'Ei', 'label': 'средняя', 'phrase': 'стандартная потенциал ионизации', 'code': 'потенц_ион'}]",Xe:высокая|ε@3:средняя|проницаем_O2:низкая|эпс_стат:средняя|потенц_ион:средняя
"Хочу найти полимер с с большая диэлектрической проницаемостью на 7 ГГц, и с значительная сродством к электрону, так как требуется работать при экстремальных температурах","[{'param': 'epse_7.0', 'label': 'высокая', 'phrase': 'с большая диэлектрической проницаемостью на 7 ГГц', 'code': 'ε@7'}, {'param': 'Eea', 'label': 'высокая', 'phrase': 'с значительная сродством к электрону', 'code': 'энерг_срод'}]",ε@7:высокая|энерг_срод:высокая
"Мне нужен полимер с с умеренная удельной теплоемкостью, при этом выдающаяся электронное сродство, а также умеренная ДП на 3 ГГц, что важно с средняя температурой деструкции, чтобы обеспечивать нужный уровень плотности","[{'param': 'Cp', 'label': 'средняя', 'phrase': 'с умеренная удельной теплоемкостью', 'code': 'удельн_теплоемк'}, {'param': 'Eea', 'label': 'высокая', 'phrase': 'выдающаяся электронное сродство', 'code': 'срод_эл'}, {'param': 'epse_3.0', 'label': 'средняя', 'phrase': 'умеренная ДП на 3 ГГц', 'code': 'дпр_3'}, {'param': 'Td', 'label': 'средняя', 'phrase': 'с средняя температурой деструкции', 'code': 'Td'}]",удельн_теплоемк:средняя|срод_эл:высокая|дпр_3:средняя|Td:средняя
"Мне нужен полимер с выдающаяся ДП на 3 ГГц, и при этом с нормальная энергией распада, который имеет большой модуль упругости, чтобы обеспечивать нужный уровень плотности","[{'param': 'epse_3.0', 'label': 'высокая', 'phrase': 'выдающаяся ДП на 3 ГГц', 'code': 'эпс_3'}, {'param': 'Eat', 'label': 'средняя', 'phrase': 'с нормальная энергией распада', 'code': 'атом_энерг'}, {'param': 'YM', 'label': 'высокая', 'phrase': 'большой модуль упругости', 'code': 'E'}]",эпс_3:высокая|атом_энерг:средняя|E:высокая
"Можешь подобрать полимер с значительная потенциал ионизации, что важно для небольшая степень сшивания, чтобы обеспечивать высокую термостойкость","[{'param': 'Ei', 'label': 'высокая', 'phrase': 'значительная потенциал ионизации', 'code': 'Ei'}, {'param': 'Xe', 'label': 'низкая', 'phrase': 'небольшая степень сшивания', 'code': 'Xe'}]",Ei:высокая|Xe:низкая
"Нужен состав с скромная ДП на 7 ГГц, который имеет превосходный модуль упругости, а также с средняя диэлектрической проницаемостью на 9 ГГц, который обеспечивать высокую диэлектрическую прочность","[{'param': 'epse_7.0', 'label': 'низкая', 'phrase': 'скромная ДП на 7 ГГц', 'code': 'дпр_7'}, {'param': 'YM', 'label': 'высокая', 'phrase': 'превосходный модуль упругости', 'code': 'YM'}, {'param': 'epse_9.0', 'label': 'средняя', 'phrase': 'с средняя диэлектрической проницаемостью на 9 ГГц', 'code': 'дпр_9'}]",дпр_7:низкая|YM:высокая|дпр_9:средняя
"Нужен материал с стандартный модуль Юнга, и стандартная диэлектрическая постоянная, и при этом средняя эпсилон на 4 ГГц, что требуется с выдающаяся диэлектрическая прочность на пробой, предназначенный для подходить для мембранной фильтрации газов","[{'param': 'YM', 'label': 'средняя', 'phrase': 'стандартный модуль Юнга', 'code': 'модуль_Юнга'}, {'param': 'epsc', 'label': 'средняя', 'phrase': 'стандартная диэлектрическая постоянная', 'code': 'эпс_стат'}, {'param': 'epse_4.0', 'label': 'средняя', 'phrase': 'средняя эпсилон на 4 ГГц', 'code': 'ε@4'}, {'param': 'epsb', 'label': 'высокая', 'phrase': 'с выдающаяся диэлектрическая прочность на пробой', 'code': 'эл_прочн'}]",модуль_Юнга:средняя|эпс_стат:средняя|ε@4:средняя|эл_прочн:высокая
"Сгенерируй полимер, обладающий с небольшая диэлектрической проницаемостью на 3 ГГц, дополнительно стандартная диэлектрическая проницаемость на 7 ГГц, еще , что необходимо с стандартная объемной плотностью, еще , что необходимо превосходное число атомов углерода, чтобы обеспечить обеспечивать устойчивость к ультрафиолету","[{'param': 'epse_3.0', 'label': 'низкая', 'phrase': 'с небольшая диэлектрической проницаемостью на 3 ГГц', 'code': 'эпс_3'}, {'param': 'epse_7.0', 'label': 'средняя', 'phrase': 'стандартная диэлектрическая проницаемость на 7 ГГц', 'code': 'дпр_7'}, {'param': 'rho', 'label': 'средняя', 'phrase': 'с стандартная объемной плотностью', 'code': 'ρ'}, {'param': 'nc', 'label': 'высокая', 'phrase': 'превосходное число атомов углерода', 'code': 'nc'}]",эпс_3:низкая|дпр_7:средняя|ρ:средняя|nc:высокая
"Ищу материал с небольшая проницаемость для кислорода, и при этом с нормальная удельная теплоемкость, а также превосходная ДП на 3 ГГц для обеспечивать высокую газонепроницаемость","[{'param': 'permO2', 'label': 'низкая', 'phrase': 'небольшая проницаемость для кислорода', 'code': 'проницаем_O2'}, {'param': 'Cp', 'label': 'средняя', 'phrase': 'с нормальная удельная теплоемкость', 'code': 'теплоемк'}, {'param': 'epse_3.0', 'label': 'высокая', 'phrase': 'превосходная ДП на 3 ГГц', 'code': 'эпс_3'}]",проницаем_O2:низкая|теплоемк:средняя|эпс_3:высокая
"Интересует полимер с выдающаяся ДП при 3 ГГц, что важно для с высокая групповым вкладом, что важно для нормальная удельная масса, обеспечивающий защищать оборудование от пробоя","[{'param': 'epse_3.0', 'label': 'высокая', 'phrase': 'выдающаяся ДП при 3 ГГц', 'code': 'дпр_3'}, {'param': 'Egc', 'label': 'высокая', 'phrase': 'с высокая групповым вкладом', 'code': 'энерг_гр'}, {'param': 'rho', 'label': 'средняя', 'phrase': 'нормальная удельная масса', 'code': 'плотн'}]",дпр_3:высокая|энерг_гр:высокая|плотн:средняя
"Хочу найти полимер с с невысокая групповым вкладом, и выдающаяся температура деструкции, так как требуется подходить для литьевого формования под давлением","[{'param': 'Egc', 'label': 'низкая', 'phrase': 'с невысокая групповым вкладом', 'code': 'Egc'}, {'param': 'Td', 'label': 'высокая', 'phrase': 'выдающаяся температура деструкции', 'code': 't_разл'}]",Egc:низкая|t_разл:высокая
"Сгенерируй полимер, обладающий с большая удельной теплоемкостью, но при этом с высокая степень кристалличности, но при этом маленькая точка плавления, чтобы обеспечить обеспечивать высокую термостойкость","[{'param': 'Cp', 'label': 'высокая', 'phrase': 'с большая удельной теплоемкостью', 'code': 'удельн_теплоемк'}, {'param': 'Xc', 'label': 'высокая', 'phrase': 'с высокая степень кристалличности', 'code': 'степ_крист'}, {'param': 'Tm', 'label': 'низкая', 'phrase': 'маленькая точка плавления', 'code': 'плавл'}]",удельн_теплоемк:высокая|степ_крист:высокая|плавл:низкая
"Какой полимер с с значительная энергией распада, и значительная пермеабельность по H2, но при этом с стандартная плотность сшивки, и стандартная статическая диэлектрическая проницаемость, что требуется нормальная ДП на 3 ГГц подойдёт, чтобы обеспечивать качественную экструзию?","[{'param': 'Eat', 'label': 'высокая', 'phrase': 'с значительная энергией распада', 'code': 'энерг_атом'}, {'param': 'permH2', 'label': 'высокая', 'phrase': 'значительная пермеабельность по H2', 'code': 'пермеаб_H2'}, {'param': 'Xe', 'label': 'средняя', 'phrase': 'с стандартная плотность сшивки', 'code': 'плотн_сшив'}, {'param': 'epsc', 'label': 'средняя', 'phrase': 'стандартная статическая диэлектрическая проницаемость', 'code': 'εs'}, {'param': 'epse_3.0', 'label': 'средняя', 'phrase': 'нормальная ДП на 3 ГГц', 'code': 'ε@3'}]",энерг_атом:высокая|пермеаб_H2:высокая|плотн_сшив:средняя|εs:средняя|ε@3:средняя
"Какой полимер с средняя проницаемость для кислорода, что критично средняя энергетический вклад групп подойдёт, чтобы обеспечивать надежную изоляцию?","[{'param': 'permO2', 'label': 'средняя', 'phrase': 'средняя проницаемость для кислорода', 'code': 'проницаем_O2'}, {'param': 'Egc', 'label': 'средняя', 'phrase': 'средняя энергетический вклад групп', 'code': 'энерг_гр'}]",проницаем_O2:средняя|энерг_гр:средняя
"Сгенерируй полимер, обладающий большая эпсилон на 6 ГГц, дополнительно с нормальная внутримолекулярная энергия, дополнительно с стандартная энергией когезии, что важно для превосходная статическая диэлектрическая проницаемость, но при этом умеренная диэлектрическая проницаемость на 2 ГГц, чтобы обеспечить сохранять форму под давлением","[{'param': 'epse_6.0', 'label': 'высокая', 'phrase': 'большая эпсилон на 6 ГГц', 'code': 'дпр_6'}, {'param': 'Eib', 'label': 'средняя', 'phrase': 'с нормальная внутримолекулярная энергия', 'code': 'внутр_энерг'}, {'param': 'CED', 'label': 'средняя', 'phrase': 'с стандартная энергией когезии', 'code': 'плотн_энерг'}, {'param': 'epsc', 'label': 'высокая', 'phrase': 'превосходная статическая диэлектрическая проницаемость', 'code': 'εs'}, {'param': 'epse_2.0', 'label': 'средняя', 'phrase': 'умеренная диэлектрическая проницаемость на 2 ГГц', 'code': 'ε@2'}]",дпр_6:высокая|внутр_энерг:средняя|плотн_энерг:средняя|εs:высокая|ε@2:средняя
"Планирую использовать материал с стандартная предел прочности при разрыве, дополнительно низкая напряжение текучести в условиях подходить для литьевого формования под давлением","[{'param': 'TSb', 'label': 'средняя', 'phrase': 'стандартная предел прочности при разрыве', 'code': 'σ_разр'}, {'param': 'TSy', 'label': 'низкая', 'phrase': 'низкая напряжение текучести', 'code': 'TSy'}]",σ_разр:средняя|TSy:низкая
"Можешь подобрать полимер с нормальная предел текучести, и при этом с низкая пермеабельностью по CH4, дополнительно с большая температура деструкции, чтобы обеспечивать качественную экструзию","[{'param': 'TSy', 'label': 'средняя', 'phrase': 'нормальная предел текучести', 'code': 'σ_тек'}, {'param': 'permCH4', 'label': 'низкая', 'phrase': 'с низкая пермеабельностью по CH4', 'code': 'пермеаб_CH4'}, {'param': 'Td', 'label': 'высокая', 'phrase': 'с большая температура деструкции', 'code': 't_разл'}]",σ_тек:средняя|пермеаб_CH4:низкая|t_разл:высокая
"Нужен материал с маленькая коэффициент проницаемости метана, при этом стандартная проницаемость для водорода, и с стандартная напряжением пробоя, а также с значительная напряжением текучести, предназначенный для минимизировать тепловые потери","[{'param': 'permCH4', 'label': 'низкая', 'phrase': 'маленькая коэффициент проницаемости метана', 'code': 'P_CH4'}, {'param': 'permH2', 'label': 'средняя', 'phrase': 'стандартная проницаемость для водорода', 'code': 'проницаем_H2'}, {'param': 'epsb', 'label': 'средняя', 'phrase': 'с стандартная напряжением пробоя', 'code': 'пробой'}, {'param': 'TSy', 'label': 'высокая', 'phrase': 'с значительная напряжением текучести', 'code': 'прочн_тек'}]",P_CH4:низкая|проницаем_H2:средняя|пробой:средняя|прочн_тек:высокая
"Нужен материал с с средняя диэлектрическая проницаемость на 3 ГГц, еще , что необходимо нормальная температура деградации, а также с средняя диэлектрической проницаемостью на 9 ГГц, еще , что необходимо с маленькая пермеабельность по CH4, предназначенный для обеспечивать огнестойкость материалов","[{'param': 'epse_3.0', 'label': 'средняя', 'phrase': 'с средняя диэлектрическая проницаемость на 3 ГГц', 'code': 'ε@3'}, {'param': 'Td', 'label': 'средняя', 'phrase': 'нормальная температура деградации', 'code': 'терморазл'}, {'param': 'epse_9.0', 'label': 'средняя', 'phrase': 'с средняя диэлектрической проницаемостью на 9 ГГц', 'code': 'дпр_9'}, {'param': 'permCH4', 'label': 'низкая', 'phrase': 'с маленькая пермеабельность по CH4', 'code': 'P_CH4'}]",ε@3:средняя|терморазл:средняя|дпр_9:средняя|P_CH4:низкая
"Найди подходящий полимер с с выдающаяся диэлектрической проницаемостью на 3 ГГц, дополнительно маленькая проницаемость для кислорода, что критично с стандартная диэлектрическая проницаемость на 5 ГГц, который имеет стандартная потенциал ионизации, при этом с высокая эпсилон на 4 ГГц, который позволит сохранять форму под давлением","[{'param': 'epse_3.0', 'label': 'высокая', 'phrase': 'с выдающаяся диэлектрической проницаемостью на 3 ГГц', 'code': 'дпр_3'}, {'param': 'permO2', 'label': 'низкая', 'phrase': 'маленькая проницаемость для кислорода', 'code': 'проницаем_O2'}, {'param': 'epse_5.0', 'label': 'средняя', 'phrase': 'с стандартная диэлектрическая проницаемость на 5 ГГц', 'code': 'дпр_5'}, {'param': 'Ei', 'label': 'средняя', 'phrase': 'стандартная потенциал ионизации', 'code': 'Ei'}, {'param': 'epse_4.0', 'label': 'высокая', 'phrase': 'с высокая эпсилон на 4 ГГц', 'code': 'ε@4'}]",дпр_3:высокая|проницаем_O2:низкая|дпр_5:средняя|Ei:средняя|ε@4:высокая
"Планирую использовать материал с с скромная диэлектрической проницаемостью на 3 ГГц, а также высокое число электронов, что важно для превосходная ДП на 5 ГГц в условиях изолировать электрические компоненты","[{'param': 'epse_3.0', 'label': 'низкая', 'phrase': 'с скромная диэлектрической проницаемостью на 3 ГГц', 'code': 'ε@3'}, {'param': 'ne', 'label': 'высокая', 'phrase': 'высокое число электронов', 'code': 'ne'}, {'param': 'epse_5.0', 'label': 'высокая', 'phrase': 'превосходная ДП на 5 ГГц', 'code': 'эпс_5'}]",ε@3:низкая|ne:высокая|эпс_5:высокая
"Хочу найти полимер с нормальная когезионная плотность, и нормальная ДП на 2 ГГц, и невысокая точка плавления, что требуется стандартная предел текучести, так как требуется обеспечивать прозрачность или определённые оптические свойства","[{'param': 'CED', 'label': 'средняя', 'phrase': 'нормальная когезионная плотность', 'code': 'когез_энерг'}, {'param': 'epse_2.0', 'label': 'средняя', 'phrase': 'нормальная ДП на 2 ГГц', 'code': 'эпс_2'}, {'param': 'Tm', 'label': 'низкая', 'phrase': 'невысокая точка плавления', 'code': 'плавл'}, {'param': 'TSy', 'label': 'средняя', 'phrase': 'стандартная предел текучести', 'code': 'прочн_тек'}]",когез_энерг:средняя|эпс_2:средняя|плавл:низкая|прочн_тек:средняя
"Требуется полимер с с превосходная энергия внутренних связей, который имеет с нормальная эпсилон на 6 ГГц, способный поглощать энергию удара","[{'param': 'Eib', 'label': 'высокая', 'phrase': 'с превосходная энергия внутренних связей', 'code': 'Eib'}, {'param': 'epse_6.0', 'label': 'средняя', 'phrase': 'с нормальная эпсилон на 6 ГГц', 'code': 'эпс_6'}]",Eib:высокая|эпс_6:средняя
"Подбери полимер с высокая атомизационная энергия, и при этом с выдающийся модуль Юнга, необходимый для обеспечивать нужный уровень плотности","[{'param': 'Eat', 'label': 'высокая', 'phrase': 'высокая атомизационная энергия', 'code': 'энерг_атом'}, {'param': 'YM', 'label': 'высокая', 'phrase': 'с выдающийся модуль Юнга', 'code': 'YM'}]",энерг_атом:высокая|YM:высокая
"Планирую использовать материал с нормальная пермеабельность по H2, еще , что необходимо с невысокая температура деструкции, а также высокая ДП на 5 ГГц, дополнительно большая ДП при 4 ГГц, что важно низкая энергия химических связей в условиях сохранять механическую прочность при низких температурах","[{'param': 'permH2', 'label': 'средняя', 'phrase': 'нормальная пермеабельность по H2', 'code': 'P_H2'}, {'param': 'Td', 'label': 'низкая', 'phrase': 'с невысокая температура деструкции', 'code': 't_разл'}, {'param': 'epse_5.0', 'label': 'высокая', 'phrase': 'высокая ДП на 5 ГГц', 'code': 'дпр_5'}, {'param': 'epse_4.0', 'label': 'высокая', 'phrase': 'большая ДП при 4 ГГц', 'code': 'ε@4'}, {'param': 'Egb', 'label': 'низкая', 'phrase': 'низкая энергия химических связей', 'code': 'вклад_связ'}]",P_H2:средняя|t_разл:низкая|дпр_5:высокая|ε@4:высокая|вклад_связ:низкая
"Подбери полимер с большая ДП на 15 ГГц, дополнительно с низкая диэлектрической проницаемостью на 9 ГГц, необходимый для обеспечивать высокую адгезию","[{'param': 'epse_15.0', 'label': 'высокая', 'phrase': 'большая ДП на 15 ГГц', 'code': 'дпр_15'}, {'param': 'epse_9.0', 'label': 'низкая', 'phrase': 'с низкая диэлектрической проницаемостью на 9 ГГц', 'code': 'эпс_9'}]",дпр_15:высокая|эпс_9:низкая
"Сгенерируй полимер, обладающий низкое число атомов углерода, что критично с стандартная статическая диэлектрическая проницаемость, чтобы обеспечить максимизировать эффективность процесса","[{'param': 'nc', 'label': 'низкая', 'phrase': 'низкое число атомов углерода', 'code': 'nc'}, {'param': 'epsc', 'label': 'средняя', 'phrase': 'с стандартная статическая диэлектрическая проницаемость', 'code': 'дпр_стат'}]",nc:низкая|дпр_стат:средняя
"Требуется полимер с с высокая диэлектрическая прочность на пробой, при этом с скромная диэлектрической проницаемостью на 2 ГГц, а также средняя температура фазового перехода, что важно с умеренная объемной плотностью, способный повышать устойчивость к старению","[{'param': 'epsb', 'label': 'высокая', 'phrase': 'с высокая диэлектрическая прочность на пробой', 'code': 'эл_прочн'}, {'param': 'epse_2.0', 'label': 'низкая', 'phrase': 'с скромная диэлектрической проницаемостью на 2 ГГц', 'code': 'дпр_2'}, {'param': 'Tm', 'label': 'средняя', 'phrase': 'средняя температура фазового перехода', 'code': 'Tm'}, {'param': 'rho', 'label': 'средняя', 'phrase': 'с умеренная объемной плотностью', 'code': 'ρ'}]",эл_прочн:высокая|дпр_2:низкая|Tm:средняя|ρ:средняя
"Нужен состав с нормальный модуль упругости, что критично с средняя коэффициент проницаемости метана, еще , что необходимо с большая диэлектрической проницаемостью на 5 ГГц, дополнительно нормальная температура деструкции, что важно стандартная диэлектрическая прочность, который защищать оборудование от пробоя","[{'param': 'YM', 'label': 'средняя', 'phrase': 'нормальный модуль упругости', 'code': 'модуль_Юнга'}, {'param': 'permCH4', 'label': 'средняя', 'phrase': 'с средняя коэффициент проницаемости метана', 'code': 'P_CH4'}, {'param': 'epse_5.0', 'label': 'высокая', 'phrase': 'с большая диэлектрической проницаемостью на 5 ГГц', 'code': 'эпс_5'}, {'param': 'Td', 'label': 'средняя', 'phrase': 'нормальная температура деструкции', 'code': 't_разл'}, {'param': 'epsb', 'label': 'средняя', 'phrase': 'стандартная диэлектрическая прочность', 'code': 'эл_прочн'}]",модуль_Юнга:средняя|P_CH4:средняя|эпс_5:высокая|t_разл:средняя|эл_прочн:средняя
"Сгенерируй полимер, обладающий с большая прочность на разрыв, что важно с средняя диэлектрической проницаемостью на 7 ГГц, при этом с превосходное электронным числом, чтобы обеспечить уменьшать массу конструкции без потери прочности","[{'param': 'TSb', 'label': 'высокая', 'phrase': 'с большая прочность на разрыв', 'code': 'прочн_разр'}, {'param': 'epse_7.0', 'label': 'средняя', 'phrase': 'с средняя диэлектрической проницаемостью на 7 ГГц', 'code': 'эпс_7'}, {'param': 'ne', 'label': 'высокая', 'phrase': 'с превосходное электронным числом', 'code': 'число_эл'}]",прочн_разр:высокая|эпс_7:средняя|число_эл:высокая
"Подскажи материал с с выдающаяся напряжение пробоя, и с стандартная энергия связей, который подходит для обеспечивать устойчивость к радиации","[{'param': 'epsb', 'label': 'высокая', 'phrase': 'с выдающаяся напряжение пробоя', 'code': 'эл_прочн'}, {'param': 'Egb', 'label': 'средняя', 'phrase': 'с стандартная энергия связей', 'code': 'вклад_связ'}]",эл_прочн:высокая|вклад_связ:средняя
"Ищу материал с выдающаяся атомизационная энергия, при этом с средняя пермеабельность по CH4, дополнительно превосходная удельная теплоемкость для обеспечивать прозрачность или определённые оптические свойства","[{'param': 'Eat', 'label': 'высокая', 'phrase': 'выдающаяся атомизационная энергия', 'code': 'атом_энерг'}, {'param': 'permCH4', 'label': 'средняя', 'phrase': 'с средняя пермеабельность по CH4', 'code': 'P_CH4'}, {'param': 'Cp', 'label': 'высокая', 'phrase': 'превосходная удельная теплоемкость', 'code': 'удельн_теплоемк'}]",атом_энерг:высокая|P_CH4:средняя|удельн_теплоемк:высокая
"Подскажи материал с с средняя диэлектрической проницаемостью на 5 ГГц, и при этом низкая предел текучести, дополнительно невысокая ДП на 6 ГГц, еще , что необходимо с среднее углеродное число, который подходит для минимизировать тепловые потери","[{'param': 'epse_5.0', 'label': 'средняя', 'phrase': 'с средняя диэлектрической проницаемостью на 5 ГГц', 'code': 'ε@5'}, {'param': 'TSy', 'label': 'низкая', 'phrase': 'низкая предел текучести', 'code': 'TSy'}, {'param': 'epse_6.0', 'label': 'низкая', 'phrase': 'невысокая ДП на 6 ГГц', 'code': 'дпр_6'}, {'param': 'nc', 'label': 'средняя', 'phrase': 'с среднее углеродное число', 'code': 'кол_C'}]",ε@5:средняя|TSy:низкая|дпр_6:низкая|кол_C:средняя
"Ищу материал с с средняя энергией внутренних связей, при этом с невысокая степенью кристалличности, и при этом с маленькая диэлектрической проницаемостью на 15 ГГц, дополнительно с значительное количество электронов для обеспечивать стабильные диэлектрические свойства на высокой частоте","[{'param': 'Eib', 'label': 'средняя', 'phrase': 'с средняя энергией внутренних связей', 'code': 'Eib'}, {'param': 'Xc', 'label': 'низкая', 'phrase': 'с невысокая степенью кристалличности', 'code': 'крист'}, {'param': 'epse_15.0', 'label': 'низкая', 'phrase': 'с маленькая диэлектрической проницаемостью на 15 ГГц', 'code': 'эпс_15'}, {'param': 'ne', 'label': 'высокая', 'phrase': 'с значительное количество электронов', 'code': 'кол_эл'}]",Eib:средняя|крист:низкая|эпс_15:низкая|кол_эл:высокая
"Нужен состав с с нормальная ионизационная энергия, что требуется стандартная энергия групп, а также с невысокая прочность при текучести, а также стандартная диэлектрическая прочность, который обеспечивать оптимальное тепловое расширение","[{'param': 'Ei', 'label': 'средняя', 'phrase': 'с нормальная ионизационная энергия', 'code': 'ион_энерг'}, {'param': 'Egc', 'label': 'средняя', 'phrase': 'стандартная энергия групп', 'code': 'энерг_гр'}, {'param': 'TSy', 'label': 'низкая', 'phrase': 'с невысокая прочность при текучести', 'code': 'σ_тек'}, {'param': 'epsb', 'label': 'средняя', 'phrase': 'стандартная диэлектрическая прочность', 'code': 'пробой'}]",ион_энерг:средняя|энерг_гр:средняя|σ_тек:низкая|пробой:средняя
"Найди подходящий полимер с большая коэффициент проницаемости азота, что требуется с скромная степень кристалличности, который позволит обеспечивать надежную изоляцию","[{'param': 'permN2', 'label': 'высокая', 'phrase': 'большая коэффициент проницаемости азота', 'code': 'P_N2'}, {'param': 'Xc', 'label': 'низкая', 'phrase': 'с скромная степень кристалличности', 'code': 'Xc'}]",P_N2:высокая|Xc:низкая
"Подбери полимер с превосходная ДП на 9 ГГц, что критично стандартная диэлектрическая проницаемость на 5 ГГц, и при этом с низкий модуль эластичности, и с скромная пермеабельность по H2, необходимый для обеспечивать долговечность конструкции","[{'param': 'epse_9.0', 'label': 'высокая', 'phrase': 'превосходная ДП на 9 ГГц', 'code': 'дпр_9'}, {'param': 'epse_5.0', 'label': 'средняя', 'phrase': 'стандартная диэлектрическая проницаемость на 5 ГГц', 'code': 'ε@5'}, {'param': 'YM', 'label': 'низкая', 'phrase': 'с низкий модуль эластичности', 'code': 'YM'}, {'param': 'permH2', 'label': 'низкая', 'phrase': 'с скромная пермеабельность по H2', 'code': 'P_H2'}]",дпр_9:высокая|ε@5:средняя|YM:низкая|P_H2:низкая
"Интересует полимер с с высокая пермеабельность по O2, но при этом с средняя диэлектрической проницаемостью на 5 ГГц, что важно выдающаяся энергия химических связей, обеспечивающий обеспечивать стабильные диэлектрические свойства на высокой частоте","[{'param': 'permO2', 'label': 'высокая', 'phrase': 'с высокая пермеабельность по O2', 'code': 'P_O2'}, {'param': 'epse_5.0', 'label': 'средняя', 'phrase': 'с средняя диэлектрической проницаемостью на 5 ГГц', 'code': 'ε@5'}, {'param': 'Egb', 'label': 'высокая', 'phrase': 'выдающаяся энергия химических связей', 'code': 'энерг_связ'}]",P_O2:высокая|ε@5:средняя|энерг_связ:высокая
"Требуется полимер с невысокая ДП на 3 ГГц, и при этом средняя проницаемость для водорода, что критично с значительное число углеродных атомов, что требуется превосходная энергия химических связей, способный обеспечивать высокую диэлектрическую прочность","[{'param': 'epse_3.0', 'label': 'низкая', 'phrase': 'невысокая ДП на 3 ГГц', 'code': 'ε@3'}, {'param': 'permH2', 'label': 'средняя', 'phrase': 'средняя проницаемость для водорода', 'code': 'пермеаб_H2'}, {'param': 'nc', 'label': 'высокая', 'phrase': 'с значительное число углеродных атомов', 'code': 'кол_C'}, {'param': 'Egb', 'label': 'высокая', 'phrase': 'превосходная энергия химических связей', 'code': 'энерг_связ'}]",ε@3:низкая|пермеаб_H2:средняя|кол_C:высокая|энерг_связ:высокая
"Ищу материал с средняя напряжение текучести, но при этом с высокая температурой плавления, но при этом низкая электронное сродство, что критично с скромная пермеабельностью по CH4 для обеспечивать устойчивость к радиации","[{'param': 'TSy', 'label': 'средняя', 'phrase': 'средняя напряжение текучести', 'code': 'TSy'}, {'param': 'Tm', 'label': 'высокая', 'phrase': 'с высокая температурой плавления', 'code': 'плавл'}, {'param': 'Eea', 'label': 'низкая', 'phrase': 'низкая электронное сродство', 'code': 'энерг_срод'}, {'param': 'permCH4', 'label': 'низкая', 'phrase': 'с скромная пермеабельностью по CH4', 'code': 'проницаем_CH4'}]",TSy:средняя|плавл:высокая|энерг_срод:низкая|проницаем_CH4:низкая
"Нужен материал с с невысокая пермеабельностью по O2, дополнительно с умеренная напряжение пробоя, что критично с маленькая внутримолекулярная энергия, что важно для с низкая диэлектрической проницаемостью на 3 ГГц, предназначенный для обеспечивать высокую диэлектрическую прочность","[{'param': 'permO2', 'label': 'низкая', 'phrase': 'с невысокая пермеабельностью по O2', 'code': 'пермеаб_O2'}, {'param': 'epsb', 'label': 'средняя', 'phrase': 'с умеренная напряжение пробоя', 'code': 'εb'}, {'param': 'Eib', 'label': 'низкая', 'phrase': 'с маленькая внутримолекулярная энергия', 'code': 'Eib'}, {'param': 'epse_3.0', 'label': 'низкая', 'phrase': 'с низкая диэлектрической проницаемостью на 3 ГГц', 'code': 'ε@3'}]",пермеаб_O2:низкая|εb:средняя|Eib:низкая|ε@3:низкая
"Нужен состав с с низкая статическая диэлектрическая проницаемость, и при этом большая индекс кристалличности, который защищать оборудование от пробоя","[{'param': 'epsc', 'label': 'низкая', 'phrase': 'с низкая статическая диэлектрическая проницаемость', 'code': 'эпс_стат'}, {'param': 'Xc', 'label': 'высокая', 'phrase': 'большая индекс кристалличности', 'code': 'крист'}]",эпс_стат:низкая|крист:высокая
